TimeReceived,DownloadSource,TopLevelDomain,DownloadSpeed,PingTimeToServer,FileSizeBytes,HowManyTimesFileSeen,ExecutableCodeMaybePresentInHeaders,CallsToLowLevelSystemLibraries,EvidenceOfCodeObfuscation,ThreadsStarted,MeanWordLengthOfExtractedStrings,SimilarityScore,CharactersInUrl,ActuallyMalicious,InitialStatisticalAnalysis
2022-01-18 01:52:44.812331,Well Known Software Download Websites,.net,100KB/s to 1MB/s,94,11278357.0,631,NO,1177.0,YES,1,4.85,0.130398008,91,YES,Correctly Identified as Malware
2022-01-18 02:02:15.954992,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,330,3069607.0,447,YES,250.0,YES,2,5.44,-0.456851644,78,YES,Correctly Identified as Malware
2022-01-18 02:15:04.998611,Well Known Software Download Websites,.com,100KB/s to 1MB/s,59,683985.0,576,YES,51.0,NO,2,5.14,-0.894427924,78,NO,Correctly Identified as Clean
2022-01-18 02:26:10.041643,Well Known Software Download Websites,.net,100KB/s to 1MB/s,204,649090.0,638,NO,49.0,YES,2,5.3,0.093294865,70,YES,Incorrectly Identified as Clean
2022-01-18 02:36:43.481857,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,364,2832626.0,488,YES,229.0,NO,1,5.41,0.896640611,80,NO,Correctly Identified as Clean
2022-01-18 02:47:15.727694,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,576,8434204.0,592,YES,808.0,NO,2,5.19,0.216938891,66,NO,Correctly Identified as Clean
2022-01-18 02:58:15.698030,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,199,1324981.0,597,YES,102.0,YES,2,4.89,-0.149014881,70,NO,Incorrecty Identified as Malware
2022-01-18 03:09:11.495219,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,216,8864733.0,685,YES,860.0,NO,1,5.46,0.613827222,84,YES,Incorrectly Identified as Clean
2022-01-18 03:19:41.742741,Linked Directly to Google Search Result,.net,Greater than 10MB/s,580,14607369.0,496,YES,1685.0,NO,2,5.64,-0.529628169,59,NO,Correctly Identified as Clean
2022-01-18 03:30:16.276905,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,107,12105418.0,510,YES,1295.0,YES,2,5.35,-0.402175781,55,YES,Correctly Identified as Malware
2022-01-18 03:42:00.877821,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,396,5939358.0,494,YES,528.0,NO,2,4.62,3.584338793,52,YES,Incorrectly Identified as Clean
2022-01-18 03:51:13.253477,Well Known Software Download Websites,.com,100KB/s to 1MB/s,187,833901.0,448,YES,63.0,YES,1,5.25,0.156328188,65,NO,Correctly Identified as Clean
2022-01-18 04:02:22.575827,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,384,865677.0,631,NO,66.0,YES,2,4.64,-1.27791786,75,NO,Correctly Identified as Clean
2022-01-18 04:13:29.326690,Well Known Software Download Websites,.com,100KB/s to 1MB/s,442,10352576.0,530,YES,1051.0,YES,3,4.59,2.778573329,64,NO,Correctly Identified as Clean
2022-01-18 04:24:41.506503,Well Known Software Download Websites,.com,100KB/s to 1MB/s,152,10577364.0,703,YES,1081.0,NO,2,5.31,1.339461267,61,YES,Correctly Identified as Malware
2022-01-18 04:36:05.786017,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,191,14308478.0,632,NO,1636.0,NO,1,4.93,-1.568928282,65,NO,Incorrecty Identified as Malware
2022-01-18 04:48:20.426210,Well Known Software Download Websites,.com,1MB/s to 10MB/s,428,15303498.0,494,YES,,NO,2,4.12,0.440960236,71,YES,Correctly Identified as Malware
2022-01-18 05:01:24.651058,Well Known Software Download Websites,.net,100KB/s to 1MB/s,566,4019661.0,562,YES,337.0,NO,2,4.7,0.629692976,68,YES,Incorrectly Identified as Clean
2022-01-18 05:13:27.920748,Git Repository,.gov,100KB/s to 1MB/s,547,8250112.0,572,YES,786.0,NO,1,5.12,0.495194452,60,NO,Incorrecty Identified as Malware
2022-01-18 05:23:46.278006,University Web Pages,.net,1MB/s to 10MB/s,243,10970784.0,449,YES,1134.0,NO,2,4.25,-0.829371539,34,YES,Incorrectly Identified as Clean
2022-01-18 05:33:22.124524,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,110,3988354.0,657,YES,334.0,YES,2,5.45,0.183501683,76,YES,Correctly Identified as Malware
2022-01-18 05:44:58.923840,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,213,3132028.0,525,NO,255.0,YES,1,5.59,1.555825036,38,YES,Incorrectly Identified as Clean
2022-01-18 05:57:57.613877,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,240,8436859.0,500,NO,808.0,YES,2,5.3,-0.085813774,95,YES,Correctly Identified as Malware
2022-01-18 06:08:17.093828,Well Known Software Download Websites,.net,1MB/s to 10MB/s,131,4335998.0,645,YES,367.0,NO,2,5.05,-0.722944071,73,NO,Correctly Identified as Clean
2022-01-18 06:16:53.752637,Well Known Software Download Websites,.com,100KB/s to 1MB/s,29,1102435.0,568,NO,,YES,2,5.3,1.268515751,70,NO,Correctly Identified as Clean
2022-01-18 06:27:55.970841,Wordpress Powered Web Site,.gov,1MB/s to 10MB/s,182,693365.0,589,YES,,YES,2,4.53,-0.546993001,79,YES,Correctly Identified as Malware
2022-01-18 06:38:10.072966,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,33,9242557.0,532,NO,907.0,NO,1,4.57,0.627445544,73,YES,Incorrectly Identified as Clean
2022-01-18 06:50:09.983685,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,82,328641.0,636,NO,24.0,NO,2,4.56,1.108076485,45,YES,Correctly Identified as Malware
2022-01-18 07:01:36.151374,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,288,12135828.0,546,YES,1299.0,NO,2,4.74,-1.344202877,65,NO,Correctly Identified as Clean
2022-01-18 07:13:13.011575,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,117,3405735.0,674,NO,280.0,NO,1,5.08,-0.80491118,52,NO,Correctly Identified as Clean
2022-01-18 07:24:51.414039,University Web Pages,.gov,100KB/s to 1MB/s,382,10304238.0,647,NO,,NO,2,5.07,-2.108124923,92,NO,Correctly Identified as Clean
2022-01-18 07:36:48.269966,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,236,4555834.0,505,NO,388.0,YES,2,4.7,1.195371921,51,YES,Correctly Identified as Malware
2022-01-18 07:49:22.880555,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,178,2079739.0,705,YES,164.0,NO,1,5.7,-0.087394371,81,YES,Correctly Identified as Malware
2022-01-18 08:00:22.170869,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,83,18761042.0,543,YES,2452.0,YES,1,4.9,-0.857000305,68,NO,Correctly Identified as Clean
2022-01-18 08:12:41.128253,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,889,10405323.0,569,NO,1058.0,NO,2,5.19,-0.477940744,77,NO,Correctly Identified as Clean
2022-01-18 08:24:25.915998,Well Known Software Download Websites,.com,100KB/s to 1MB/s,101,5167491.0,512,YES,448.0,NO,2,4.98,-0.335842211,65,NO,Incorrecty Identified as Malware
2022-01-18 08:35:45.344528,Well Known Software Download Websites,.net,1MB/s to 10MB/s,393,6786265.0,607,YES,619.0,NO,3,5.16,-0.935789231,81,NO,Correctly Identified as Clean
2022-01-18 08:47:59.089607,Well Known Software Download Websites,.gov,1MB/s to 10MB/s,299,4112333.0,607,NO,346.0,NO,1,4.56,-1.853279071,39,YES,Correctly Identified as Malware
2022-01-18 08:58:16.481339,University Web Pages,.com,1MB/s to 10MB/s,610,8476838.0,670,NO,813.0,NO,1,4.74,-0.309559197,65,NO,Correctly Identified as Clean
2022-01-18 09:08:59.671622,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,98,9591581.0,490,NO,951.0,NO,2,4.38,-0.811283463,62,YES,Correctly Identified as Malware
2022-01-18 09:19:47.131491,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,240,771806.0,532,NO,58.0,YES,2,4.9,-1.766305263,72,NO,Correctly Identified as Clean
2022-01-18 09:30:42.223700,Well Known Software Download Websites,.com,100KB/s to 1MB/s,82,4153701.0,702,YES,350.0,NO,2,5.77,-0.486682992,56,YES,Correctly Identified as Malware
2022-01-18 09:42:33.744323,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,202,2878143.0,511,YES,233.0,YES,1,5.28,0.176128109,80,NO,Correctly Identified as Clean
2022-01-18 09:51:32.395589,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,40,5330292.0,743,NO,465.0,NO,2,5.79,-0.163134315,72,YES,Correctly Identified as Malware
2022-01-18 10:02:18.540289,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,708,21370820.0,601,NO,3021.0,YES,1,4.99,0.438759891,75,YES,Correctly Identified as Malware
2022-01-18 10:14:11.819208,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,424,427943.0,642,YES,32.0,YES,2,4.67,-0.522618277,59,NO,Correctly Identified as Clean
2022-01-18 10:26:00.631544,Well Known Software Download Websites,.net,100KB/s to 1MB/s,178,17622365.0,622,NO,2225.0,NO,1,5.4,-1.243258237,83,NO,Correctly Identified as Clean
2022-01-18 10:36:23.216460,Well Known Software Download Websites,.net,100KB/s to 1MB/s,623,21041742.0,396,NO,,YES,1,5.27,-1.280153858,43,YES,Correctly Identified as Malware
2022-01-18 10:45:15.839849,Wordpress Powered Web Site,.gov,100KB/s to 1MB/s,709,6556678.0,658,NO,593.0,YES,1,4.14,-0.892495674,54,NO,Correctly Identified as Clean
2022-01-18 10:55:29.997731,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,366,9380331.0,586,YES,924.0,YES,1,4.83,0.722208289,63,YES,Correctly Identified as Malware
2022-01-18 11:06:29.946018,Wordpress Powered Web Site,.gov,100KB/s to 1MB/s,118,12346941.0,578,NO,1331.0,YES,2,5.07,-0.694409027,81,YES,Correctly Identified as Malware
2022-01-18 11:18:48.390824,Wordpress Powered Web Site,.edu,100KB/s to 1MB/s,35,25124484.0,543,NO,3975.0,YES,1,5.22,1.381482029,60,YES,Correctly Identified as Malware
2022-01-18 11:27:34.554240,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,416,26987431.0,654,NO,4516.0,YES,2,4.63,-1.328305818,83,NO,Correctly Identified as Clean
2022-01-18 11:37:54.423057,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,173,6198260.0,639,NO,555.0,NO,1,5.57,-1.754476276,76,YES,Incorrectly Identified as Clean
2022-01-18 11:51:31.071900,Wordpress Powered Web Site,.gov,100KB/s to 1MB/s,323,1641755.0,540,YES,128.0,YES,3,5.14,0.680257602,63,YES,Correctly Identified as Malware
2022-01-18 12:02:42.699307,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,43,4254357.0,550,NO,359.0,NO,1,5.04,-0.240637039,75,NO,Correctly Identified as Clean
2022-01-18 12:12:56.677426,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,582,16856309.0,693,NO,2080.0,YES,1,4.46,1.80964387,53,NO,Incorrecty Identified as Malware
2022-01-18 12:25:19.604418,Well Known Software Download Websites,.com,100KB/s to 1MB/s,629,4851507.0,675,NO,417.0,YES,2,4.54,-0.258974743,83,NO,Correctly Identified as Clean
2022-01-18 12:37:52.789102,Wordpress Powered Web Site,.gov,Greater than 10MB/s,68,4780838.0,630,NO,410.0,YES,3,4.28,-0.504126344,65,NO,Correctly Identified as Clean
2022-01-18 12:48:58.371456,Well Known Software Download Websites,.com,100KB/s to 1MB/s,149,3213277.0,617,YES,263.0,YES,1,5.15,-0.159211832,74,YES,Correctly Identified as Malware
2022-01-18 13:00:08.950733,Well Known Software Download Websites,.com,100KB/s to 1MB/s,25,15813536.0,508,YES,1891.0,NO,2,4.06,-0.044859634,52,YES,Incorrectly Identified as Clean
2022-01-18 13:08:02.815698,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,148,2457001.0,539,YES,196.0,NO,2,5.8,-0.431950999,37,NO,Correctly Identified as Clean
2022-01-18 13:20:59.192977,Well Known Software Download Websites,.net,100KB/s to 1MB/s,79,20894084.0,648,YES,2911.0,YES,3,4.45,1.724030094,87,NO,Correctly Identified as Clean
2022-01-18 13:35:06.598051,Well Known Software Download Websites,.com,100KB/s to 1MB/s,249,11576155.0,664,YES,1219.0,YES,2,4.93,-0.500146734,65,YES,Correctly Identified as Malware
2022-01-18 13:45:56.762567,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,216,10705522.0,263,NO,1098.0,NO,2,4.46,-0.498101903,61,YES,Incorrectly Identified as Clean
2022-01-18 13:56:24.726842,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,32,7737094.0,589,NO,726.0,YES,2,5.17,0.433345707,42,YES,Correctly Identified as Malware
2022-01-18 14:09:19.351190,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,184,1319386.0,566,YES,102.0,YES,1,4.99,-0.353597302,113,NO,Correctly Identified as Clean
2022-01-18 14:21:44.520292,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,401,6811657.0,593,YES,621.0,NO,2,4.47,0.850708618,56,YES,Correctly Identified as Malware
2022-01-18 14:33:52.561084,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,224,6013056.0,524,NO,535.0,NO,2,4.29,-1.057515134,59,NO,Correctly Identified as Clean
2022-01-18 14:45:54.164124,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,232,11314650.0,644,NO,1182.0,NO,3,5.07,1.659842843,78,NO,Incorrecty Identified as Malware
2022-01-18 14:55:42.860657,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,210,755745.0,491,NO,57.0,YES,1,4.54,1.028765405,60,YES,Correctly Identified as Malware
2022-01-18 15:05:36.448371,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,440,8029640.0,477,NO,760.0,NO,2,4.57,1.463261972,86,YES,Correctly Identified as Malware
2022-01-18 15:15:13.070971,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,770,2702327.0,640,NO,218.0,NO,4,5.17,0.273550423,76,YES,Correctly Identified as Malware
2022-01-18 15:26:24.581202,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,112,7137684.0,379,NO,657.0,NO,1,4.33,0.824932312,63,NO,Correctly Identified as Clean
2022-01-18 15:36:43.416074,Well Known Software Download Websites,.net,1MB/s to 10MB/s,287,1931019.0,321,YES,152.0,YES,1,4.33,-0.330596067,93,YES,Correctly Identified as Malware
2022-01-18 15:47:23.747944,Well Known Software Download Websites,.net,100KB/s to 1MB/s,39,4983653.0,541,YES,,YES,2,5.29,1.890070728,75,YES,Correctly Identified as Malware
2022-01-18 15:58:38.201787,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,436,4920084.0,653,NO,,NO,1,5.19,0.255636597,59,NO,Correctly Identified as Clean
2022-01-18 16:11:37.210013,Well Known Software Download Websites,.net,1MB/s to 10MB/s,386,1561427.0,536,YES,121.0,YES,2,4.93,-0.493539296,53,NO,Correctly Identified as Clean
2022-01-18 16:22:34.905475,Well Known Software Download Websites,.com,100KB/s to 1MB/s,314,1055399.0,573,NO,81.0,NO,3,4.66,-0.081787037,117,NO,Correctly Identified as Clean
2022-01-18 16:34:44.644247,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,657,369995.0,473,YES,27.0,YES,1,5.38,0.632619108,49,NO,Correctly Identified as Clean
2022-01-18 16:43:55.362785,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,218,3664744.0,672,NO,304.0,YES,1,4.34,1.063395238,73,NO,Correctly Identified as Clean
2022-01-18 16:56:21.973572,University Web Pages,.net,100KB/s to 1MB/s,93,13798697.0,767,NO,1553.0,YES,1,3.87,0.016332575,84,NO,Correctly Identified as Clean
2022-01-18 17:07:25.377792,Well Known Software Download Websites,.com,1MB/s to 10MB/s,133,494182.0,390,NO,37.0,YES,1,4.49,1.098240583,67,YES,Correctly Identified as Malware
2022-01-18 17:19:30.259880,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,734,4706391.0,490,YES,403.0,YES,1,5.33,-0.75441993,79,NO,Correctly Identified as Clean
2022-01-18 17:29:26.987746,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,57,1639544.0,614,NO,128.0,YES,2,5.07,0.119467018,114,NO,Correctly Identified as Clean
2022-01-18 17:38:06.848200,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,240,1132018.0,650,NO,87.0,NO,2,5.17,-0.871233951,53,NO,Correctly Identified as Clean
2022-01-18 17:49:21.091796,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,221,2036092.0,574,NO,161.0,YES,2,5.42,1.416197833,55,YES,Incorrectly Identified as Clean
2022-01-18 17:58:57.121107,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,337,14478584.0,765,NO,1664.0,NO,1,5.67,0.445305443,67,YES,Incorrectly Identified as Clean
2022-01-18 18:10:20.631065,Well Known Software Download Websites,.com,100KB/s to 1MB/s,333,19367407.0,743,NO,2578.0,YES,1,3.93,0.876099215,75,NO,Correctly Identified as Clean
2022-01-18 18:21:39.595115,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,438,13289128.0,458,YES,1473.0,YES,2,5.01,-0.284680587,91,YES,Incorrectly Identified as Clean
2022-01-18 18:31:59.914814,Well Known Software Download Websites,.net,100KB/s to 1MB/s,577,21138705.0,65535,NO,2967.0,NO,1,3.9,0.438532416,92,YES,Incorrectly Identified as Clean
2022-01-18 18:43:45.347063,Git Repository,.com,1MB/s to 10MB/s,125,6187848.0,701,NO,,NO,2,5.15,1.472595765,61,NO,Correctly Identified as Clean
2022-01-18 18:54:38.169683,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,223,3138927.0,724,YES,256.0,YES,2,4.04,-0.273531915,90,NO,Correctly Identified as Clean
2022-01-18 19:04:40.188983,Well Known Software Download Websites,.net,1MB/s to 10MB/s,271,731208.0,468,NO,55.0,YES,2,4.64,-1.51318061,64,YES,Incorrectly Identified as Clean
2022-01-18 19:16:38.416520,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,717,16358526.0,480,YES,1989.0,YES,2,5.03,-0.237192572,83,YES,Correctly Identified as Malware
2022-01-18 19:27:45.060484,Git Repository,.com,100KB/s to 1MB/s,112,4487676.0,677,NO,382.0,NO,4,4.76,1.814917001,76,YES,Correctly Identified as Malware
2022-01-18 19:40:21.304517,Wordpress Powered Web Site,.gov,100KB/s to 1MB/s,537,5065156.0,573,NO,438.0,NO,1,5.51,0.456370588,70,NO,Incorrecty Identified as Malware
2022-01-18 19:51:15.767357,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,464,598267.0,726,YES,45.0,NO,1,5.24,0.191659955,47,NO,Correctly Identified as Clean
2022-01-18 20:02:35.962410,Well Known Software Download Websites,.net,100KB/s to 1MB/s,460,896050.0,668,NO,68.0,NO,2,5.91,0.303030905,100,YES,Correctly Identified as Malware
2022-01-18 20:12:45.945606,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,366,266113.0,609,NO,19.0,NO,1,5.18,0.233523561,96,NO,Correctly Identified as Clean
2022-01-18 20:26:16.115055,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,457,13296422.0,797,NO,1474.0,YES,2,4.78,-0.446571191,69,YES,Incorrectly Identified as Clean
2022-01-18 20:39:23.101615,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,69,16447857.0,364,NO,2005.0,YES,2,5.05,-0.491411623,64,YES,Incorrectly Identified as Clean
2022-01-18 20:49:45.889128,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,230,12207755.0,579,NO,1310.0,NO,1,4.66,-2.115076364,87,NO,Incorrecty Identified as Malware
2022-01-18 20:59:52.952652,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,160,7660784.0,526,NO,717.0,YES,1,4.85,0.239368756,80,YES,Incorrectly Identified as Clean
2022-01-18 21:12:59.688598,Linked Directly to Google Search Result,.org,100KB/s to 1MB/s,160,12661238.0,550,NO,1377.0,YES,3,5.37,1.045259421,42,NO,Correctly Identified as Clean
2022-01-18 21:24:25.064199,Well Known Software Download Websites,.com,100KB/s to 1MB/s,164,486715.0,614,YES,36.0,NO,1,4.85,0.363989084,74,YES,Correctly Identified as Malware
2022-01-18 21:33:38.120301,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,96,8444298.0,458,YES,809.0,YES,2,5.48,-0.271895922,96,YES,Correctly Identified as Malware
2022-01-18 21:45:47.494363,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,76,10412847.0,659,YES,1059.0,NO,2,4.87,-0.718926095,74,NO,Correctly Identified as Clean
2022-01-18 21:56:59.694503,Git Repository,.gov,100KB/s to 1MB/s,274,1030843.0,595,NO,79.0,YES,1,4.53,-0.489589138,42,NO,Correctly Identified as Clean
2022-01-18 22:08:05.733202,Well Known Software Download Websites,.com,100KB/s to 1MB/s,372,4442439.0,625,NO,377.0,NO,1,5.68,1.52415688,78,NO,Correctly Identified as Clean
2022-01-18 22:18:52.234035,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,70,7235773.0,515,NO,668.0,YES,1,5.58,-0.433132093,70,YES,Correctly Identified as Malware
2022-01-18 22:29:49.790085,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,31,4723015.0,635,YES,404.0,NO,2,4.98,2.009444672,104,NO,Correctly Identified as Clean
2022-01-18 22:39:38.986305,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,675,20949557.0,482,YES,2924.0,NO,2,3.74,-1.069776971,76,YES,Incorrectly Identified as Clean
2022-01-18 22:50:52.927206,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,47,4711810.0,693,YES,403.0,NO,2,5.55,-0.203743881,53,YES,Correctly Identified as Malware
2022-01-18 23:02:47.755721,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,233,6038488.0,762,NO,538.0,NO,2,5.7,0.253035776,76,YES,Incorrectly Identified as Clean
2022-01-18 23:15:22.039448,Well Known Software Download Websites,.net,100KB/s to 1MB/s,296,14284773.0,490,NO,1632.0,NO,3,5.31,-0.105214497,69,NO,Correctly Identified as Clean
2022-01-18 23:28:04.783511,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,51,4071947.0,649,NO,342.0,YES,2,4.36,-0.795087246,73,NO,Incorrecty Identified as Malware
2022-01-18 23:37:32.229893,Well Known Software Download Websites,.com,1MB/s to 10MB/s,113,3262279.0,433,YES,267.0,NO,2,4.57,0.765534675,57,YES,Correctly Identified as Malware
2022-01-18 23:49:15.388220,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,179,7711731.0,448,NO,723.0,YES,3,4.11,-0.349727888,60,YES,Correctly Identified as Malware
2022-01-18 23:59:59.999999,Well Known Software Download Websites,.com,1MB/s to 10MB/s,409,2351153.0,372,YES,187.0,YES,2,4.43,0.101505814,79,YES,Correctly Identified as Malware
2022-01-19 00:11:28.262012,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,17,2821960.0,414,NO,,YES,3,4.6,-0.784388542,106,YES,Incorrectly Identified as Clean
2022-01-19 00:21:55.460396,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,313,24032743.0,608,NO,3680.0,YES,1,4.7,-0.031557775,47,NO,Correctly Identified as Clean
2022-01-19 00:30:22.529869,Well Known Software Download Websites,.net,1MB/s to 10MB/s,309,2383178.0,582,NO,190.0,YES,2,4.93,-0.057689597,100,NO,Correctly Identified as Clean
2022-01-19 00:38:03.035145,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,276,19929308.0,379,NO,2698.0,NO,2,3.86,-1.045226643,82,YES,Incorrectly Identified as Clean
2022-01-19 00:48:34.711833,Git Repository,.gov,1MB/s to 10MB/s,109,13093610.0,442,NO,1443.0,NO,2,4.36,0.048189194,50,YES,Correctly Identified as Malware
2022-01-19 00:56:51.035792,Well Known Software Download Websites,.edu,1MB/s to 10MB/s,23,9392677.0,604,YES,926.0,NO,2,5.41,0.609338074,40,NO,Correctly Identified as Clean
2022-01-19 01:06:56.389173,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,140,14741452.0,496,YES,1707.0,YES,1,5.06,-0.056676746,56,YES,Correctly Identified as Malware
2022-01-19 01:17:02.257997,Well Known Software Download Websites,.net,100KB/s to 1MB/s,535,6657968.0,502,NO,,YES,2,5.79,-1.504138233,82,YES,Incorrectly Identified as Clean
2022-01-19 01:26:38.145756,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,280,26601786.0,685,NO,4400.0,YES,2,4.79,0.083337281,80,NO,Correctly Identified as Clean
2022-01-19 01:35:56.976847,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,105,8359206.0,629,NO,,NO,1,5.0,-1.964351842,62,NO,Correctly Identified as Clean
2022-01-19 01:44:25.810581,University Web Pages,.com,100KB/s to 1MB/s,438,3094809.0,625,NO,252.0,YES,1,4.64,-1.335522445,62,NO,Correctly Identified as Clean
2022-01-19 01:55:23.261592,Well Known Software Download Websites,.net.au,1MB/s to 10MB/s,128,11334222.0,214,NO,1185.0,YES,3,4.24,-1.259223025,105,YES,Correctly Identified as Malware
2022-01-19 02:06:18.209320,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,239,2319103.0,603,NO,184.0,NO,2,5.07,-1.087143138,49,NO,Correctly Identified as Clean
2022-01-19 02:14:54.887689,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,377,1348549.0,594,NO,104.0,YES,1,5.46,1.258296125,82,YES,Correctly Identified as Malware
2022-01-19 02:24:08.456292,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,509,14803099.0,683,NO,1718.0,YES,1,4.4,-0.456633161,86,NO,Correctly Identified as Clean
2022-01-19 02:34:07.389039,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,88,1101470.0,549,NO,,YES,2,4.59,0.548168792,72,NO,Correctly Identified as Clean
2022-01-19 02:44:08.151753,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,153,6440498.0,65535,YES,581.0,NO,2,4.32,-0.20742363,80,YES,Incorrectly Identified as Clean
2022-01-19 02:55:39.546945,University Web Pages,.edu,100KB/s to 1MB/s,707,8732184.0,651,NO,844.0,NO,2,5.73,0.576413558,66,YES,Incorrectly Identified as Clean
2022-01-19 03:07:33.054714,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,201,613614.0,523,NO,,YES,2,4.52,-0.083842707,73,YES,Correctly Identified as Malware
2022-01-19 03:17:53.556338,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,264,12904767.0,576,NO,1414.0,NO,2,5.43,-0.178114141,68,NO,Incorrecty Identified as Malware
2022-01-19 03:26:42.944380,Well Known Software Download Websites,.com,100KB/s to 1MB/s,483,6903682.0,670,YES,631.0,YES,2,5.27,1.244184702,69,YES,Correctly Identified as Malware
2022-01-19 03:36:11.324574,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,211,4340745.0,498,NO,367.0,YES,2,4.77,-0.326058972,57,YES,Incorrectly Identified as Clean
2022-01-19 03:46:27.874397,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,443,17211175.0,680,NO,2147.0,YES,2,4.3,-0.501711903,30,NO,Correctly Identified as Clean
2022-01-19 03:56:31.884259,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,160,6094374.0,587,NO,544.0,NO,2,5.29,0.907002412,64,NO,Incorrecty Identified as Malware
2022-01-19 04:06:45.936759,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,733,4015977.0,617,YES,337.0,YES,1,4.61,-0.419681524,73,YES,Correctly Identified as Malware
